SPRINGER_PROPERTY_ORG,SPRINGER_ID_ORG,SPRINGER_NAME_ORG,SPRINGER_NAME,NAME_UPPER_ALL,No,H4_Field,H4_Rank,H4_Source,Hisory_4,H3_Field,H3_Rank,H3_Source,History_3,H2_Field,H2_Rank,H2_Source,History_2,H1_Field,H1_Rank,H1_Source,History_1,Title,ALL,ALL_UPER,Acro,Source,Rank,Changed?,For,Column,MATCH,COMMENT
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iccs-conceptstruct,International Conference on Conceptual Structures,,,972,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",International Conference on Conceptual Structures,International Conference on Conceptual Structures,INTERNATIONAL CONFERENCE ON CONCEPTUAL STRUCTURES,ICCS,CORE2014,B,Yes,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/cans,International Conference on Cryptology and Network Security,,,982,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Cryptology and Network Security,International Conference on Cryptology and Network Security,INTERNATIONAL CONFERENCE ON CRYPTOLOGY AND NETWORK SECURITY,CANS,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/dexa,International Conference on Database and Expert Systems Applications,,,987,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
 ","

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
 ","

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Database and Expert Systems Applications,International Conference on Database and Expert Systems Applications,INTERNATIONAL CONFERENCE ON DATABASE AND EXPERT SYSTEMS APPLICATIONS,DEXA,CORE2014,B,Yes,801,804,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/dasfaa,International Conference on Database Systems for Advanced Applications,,,988,,"

 Rank: C
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: C
||","

 Field Of Research: 0804 - Data Format
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0804 - Data Format
",International Conference on Database Systems for Advanced Applications,International Conference on Database Systems for Advanced Applications,INTERNATIONAL CONFERENCE ON DATABASE SYSTEMS FOR ADVANCED APPLICATIONS,DSAA,CORE2014,C,No,804,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icdt,International Conference on Database Theory,,,989,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0804 - Data Format
","

 Rank: A
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: A
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: A
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: A
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: A
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: A
||

 Field Of Research: 0804 - Data Format
",International Conference on Database Theory,International Conference on Database Theory,INTERNATIONAL CONFERENCE ON DATABASE THEORY,ICDT,CORE2014,A,No,804,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/dgci,International Conference on Discrete Geometry for Computer Imagery,,,998,,,,,"

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",International Conference on Discrete Geometry for Computer Imagery,International Conference on Discrete Geometry for Computer Imagery,INTERNATIONAL CONFERENCE ON DISCRETE GEOMETRY FOR COMPUTER IMAGERY,DGCI,CORE2014,C,No,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icdcn,International Conference on Distributed Computing and Networking,,,1001,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0805 - Distributed Computing
",International Conference on Distributed Computing and Networking,International Conference on Distributed Computing and Networking,INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND NETWORKING,ICDCN,CORE2014,B,No,805,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icec,International Conference on Electronic Commerce,,,1006,,"

 Rank: C
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: C
||","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
",International Conference on Electronic Commerce,International Conference on Electronic Commerce,INTERNATIONAL CONFERENCE ON ELECTRONIC COMMERCE,ICEComm,CORE2014,C,No,806,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/eann,International Conference on Engineering Applications of Neural Networks,,,1011,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Engineering Applications of Neural Networks,International Conference on Engineering Applications of Neural Networks,INTERNATIONAL CONFERENCE ON ENGINEERING APPLICATIONS OF NEURAL NETWORKS,EANN,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iceis,International Conference on Enterprise Information Systems,,,1016,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
",International Conference on Enterprise Information Systems,International Conference on Enterprise Information Systems,INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS,ICEIS,CORE2014,C,Yes,806,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iwec,International Conference on Entertainment Computing,,,1019,,,,,"

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
",International Conference on Entertainment Computing,International Conference on Entertainment Computing,INTERNATIONAL CONFERENCE ON ENTERTAINMENT COMPUTING,ICEC,CORE2014,C,No,806,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/enase,International Conference on Evaluation of Novel Approaches to Software Engineering,,,1023,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Evaluation of Novel Approaches to Software Engineering,International Conference on Evaluation of Novel Approaches to Software Engineering,INTERNATIONAL CONFERENCE ON EVALUATION OF NOVEL APPROACHES TO SOFTWARE ENGINEERING,ENASE,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icfem,International Conference on Formal Engineering Methods,,,1031,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Formal Engineering Methods,International Conference on Formal Engineering Methods,INTERNATIONAL CONFERENCE ON FORMAL ENGINEERING METHODS,FEM,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/fmoods,International Conference on Formal Methods for Open Object-Based Distributed Systems,,,1032,,"

 Rank: C
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: C
||","

 Field Of Research: 0899 - Other Information and Computing Sciences
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0899 - Other Information and Computing Sciences
","

 Field Of Research: 0899 - Other Information and Computing Sciences
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0899 - Other Information and Computing Sciences
","

 Field Of Research: 0899 - Other Information and Computing Sciences
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0899 - Other Information and Computing Sciences
",International Conference on Formal Methods for Open Object-Based Distributed Systems,International Conference on Formal Methods for Open Object-Based Distributed Systems,INTERNATIONAL CONFERENCE ON FORMAL METHODS FOR OPEN OBJECT-BASED DISTRIBUTED SYSTEMS,FMOOD,CORE2014,C,No,899,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/fskd,International Conference on Fuzzy Systems and Knowledge Discovery,,,1038,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Fuzzy Systems and Knowledge Discovery,International Conference on Fuzzy Systems and Knowledge Discovery,INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS AND KNOWLEDGE DISCOVERY,FSKD,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/gpce,International Conference on Generative Programming and Component Engineering,,,1039,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Generative Programming and Component Engineering,International Conference on Generative Programming and Component Engineering,INTERNATIONAL CONFERENCE ON GENERATIVE PROGRAMMING AND COMPONENT ENGINEERING,GPCE,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/gcc,International Conference on Grid and Cooperative Computing,,,1043,,,,,"

 Field Of Research: 0805 - Distributed Computing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0805 - Distributed Computing
",International Conference on Grid and Cooperative Computing,International Conference on Grid and Cooperative Computing,INTERNATIONAL CONFERENCE ON GRID AND COOPERATIVE COMPUTING,GCC,CORE2014,C,No,805,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/gpc,International Conference on Grid and Pervasive Computing,,,1044,,,,,"

 Field Of Research: 0805 - Distributed Computing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0805 - Distributed Computing
",International Conference on Grid and Pervasive Computing,International Conference on Grid and Pervasive Computing,INTERNATIONAL CONFERENCE ON GRID AND PERVASIVE COMPUTING,GPC,CORE2014,C,No,805,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/supercomputing,International Conference on High Performance Computing,,,1048,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: A
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: A
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: A
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: A
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: A
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: A
||

 Field Of Research: 0805 - Distributed Computing
",International Conference on High Performance Computing,International Conference on High Performance Computing,INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING,HiPC,CORE2014,A,No,805,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/hais,International Conference on Hybrid Artificial Intelligence Systems,,,1055,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Hybrid Artificial Intelligence Systems,International Conference on Hybrid Artificial Intelligence Systems,INTERNATIONAL CONFERENCE ON HYBRID ARTIFICIAL INTELLIGENCE SYSTEMS,HAIS,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iciap,International Conference on Image Analysis and Processing,,,1058,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Image Analysis and Processing,International Conference on Image Analysis and Processing,INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND PROCESSING,ICIAP,CORE2014,B,Yes,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icig,International Conference on Image and Graphics,,,1059,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Image and Graphics,International Conference on Image and Graphics,INTERNATIONAL CONFERENCE ON IMAGE AND GRAPHICS,ICIG,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icisp,International Conference on Image and Signal Processing,,,1060,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Image and Signal Processing,International Conference on Image and Signal Processing,INTERNATIONAL CONFERENCE ON IMAGE AND SIGNAL PROCESSING,ICISP,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/wia,International Conference on Implementation and Application of Automata,,,1062,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Implementation and Application of Automata,International Conference on Implementation and Application of Automata,INTERNATIONAL CONFERENCE ON IMPLEMENTATION AND APPLICATION OF AUTOMATA,CIAA,CORE2014,B,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icics,International Conference on Information and Communications Security,,,1068,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Information and Communications Security,International Conference on Information and Communications Security,INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATIONS SECURITY,ICICS,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/sersc-isa,International Conference on Information Security and Assurance,,,1075,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
",International Conference on Information Security and Assurance,International Conference on Information Security and Assurance,INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND ASSURANCE,ISA,CORE2014,C,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icisc,International Conference on Information Security and Cryptology,,,1077,,,,,"

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
",International Conference on Information Security and Cryptology,International Conference on Information Security and Cryptology,INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOLOGY,ICISC,CORE2014,B,No,804,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iciss,International Conference on Information Systems Security,,,1081,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Information Systems Security,International Conference on Information Systems Security,INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY,ICISS,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icits,International Conference on Information Theoretic Security,,,1086,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
",International Conference on Information Theoretic Security,International Conference on Information Theoretic Security,INTERNATIONAL CONFERENCE ON INFORMATION THEORETIC SECURITY,ICITS,CORE2014,C,No,803,,by name,
