PDP,EUROMICRO INTERNATIONAL CONFERENCE ON PARALLEL DISTRIBUTED AND NETWORK - BASED PROCESSING,B1,Conferência
PDPTA,INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED PROCESSING TECHNIQUES AND APPLICATIONS,B2,Conferência
PERCOM,ANNUAL IEEE INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND COMMUNICATIONS,A2,Conferência
PERVASIVE,INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING,A2,Conferência
PETRA,INTERNATIONAL CONFERENCE ON PERVASIVE TECHNOLOGIES RELATED TO ASSISTIVE ENVIRONMENTS,B3,Conferência
PKC,INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF PUBLIC - KEY CRYPTOGRAPHY,A2,Conferência
PLC,INTERNATIONAL CONFERENCE ON PROGRAMMING LANGUAGES AND COMPILERS,B4,Conferência
PROFES,INTERNATIONAL CONFERENCE ON PRODUCT FOCUSED SOFTWARE PROCESS IMPROVEMENT,B1,Conferência
PROPOR,INTERNATIONAL CONFERENCE ON COMPUTATIONAL PROCESSING OF PORTUGUESE,B3,Conferência
PSC,INTERNATIONAL CONFERENCE ON PERVASIVE SYSTEMS AND COMPUTING,B4,Conferência
PWC,IFIP INTERNATIONAL CONFERENCE ON PERSONAL WIRELESS COMMUNICATIONS,B1,Conferência
QEST,INTERNATIONAL CONFERENCE ON QUANTITATIVE EVALUATION OF SYSTEMS,B1,Conferência
QSHINE,INTERNATIONAL CONFERENCE ON QUALITY OF SERVICE IN HETEROGENEOUS WIRED/WIRELESS NETWORKS,B2,Conferência
QSINE,INTERNATIONAL CONFERENCE ON QUALITY OF SERVICE IN HETEROGENEOUS WIRED/WIRELESS NETWORKS,B2,Conferência
QUATIC,INTERNATIONAL CONFERENCE ON THE QUALITY OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,B4,Conferência
RCIS,INTERNATIONAL CONFERENCE ON RESEARCH CHALLENGES IN INFORMATION SCIENCE,B4,Conferência
RECOMB,ANNUAL INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY,A2,Conferência
RECONFIG,INTERNATIONAL CONFERENCE ON RECONFIGURABLE COMPUTING AND FPGAS,B4,Conferência
ROBIO,IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS,B1,Conferência
ROBOCOMM,IEEE INTERNATIONAL CONFERENCE ON ROBOT COMMUNICATION AND COORDINATION,B4,Conferência
RR,INTERNATIONAL CONFERENCE ON WEB REASONING AND RULE SYSTEMS,B3,Conferência
RTA,INTERNATIONAL CONFERENCE ON REWRITING TECHNIQUES AND APPLICATIONS,B1,Conferência
RTCOMP,INTERNATIONAL CONFERENCE ON REAL - TIME COMPUTING SYSTEMS AND APPLICATIONS,B1,Conferência
RTCSA,INTERNATIONAL CONFERENCE ON REAL - TIME AND EMBEDDED COMPUTING SYSTEMS AND APPLICATIONS,B1,Conferência
RULEML,INTERNATIONAL CONFERENCE ON RULES AND RULE MARKUP LANGUAGES FOR THE SEMANTIC WEB,B1,Conferência
SAB,INTERNATIONAL CONFERENCE ON SIMULATION OF ADAPTIVE BEHAVIOR,B2,Conferência
SAFECOMP,INTERNATIONAL CONFERENCE ON COMPUTER SAFETY: RELIABILITY AND SECURITY,B1,Conferência
SAM,INTERNATIONAL CONFERENCE ON SECURITY AND MANAGEMENT,B3,Conferência
SAMOS,"INTERNATIONAL CONFERENCE ON EMBEDDED COMPUTER SYSTEMS: ARCHITECTURES, MODELING, AND SIMULATION",B2,Conferência
SASO,IEEE INTERNATIONAL CONFERENCE ON SELF - ADAPTIVE AND SELF - ORGANIZING SYSTEMS,B3,Conferência
SAT,INTERNATIONAL CONFERENCE ON THEORY AND APPLICATIONS OF SATISFIABILITY TESTING,B1,Conferência
SCC,IEEE INTERNATIONAL CONFERENCE ON SERVICES COMPUTING,B1,Conferência
SCN,INTERNATIONAL CONFERENCE ON SECURITY IN COMMUNICATION NETWORKS,B2,Conferência
SDM,SIAM INTERNATIONAL CONFERENCE ON DATA MINING,A2,Conferência
SEAL,INTERNATIONAL CONFERENCE ON SIMULATED EVOLUTION AND LEARNING,B3,Conferência
SECRYPT,INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOLOGY,B4,Conferência
SECURWARE,"INTERNATIONAL CONFERENCE ON EMERGING SECURITY INFORMATION, SYSTEMS, AND TECHNOLOGIES",B3,Conferência
SEFM,IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND FORMAL METHODS,B1,Conferência
SEKE,INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,B1,Conferência
SEMAPRO,INTERNATIONAL CONFERENCE ON ADVANCES IN SEMANTIC PROCESSING,B4,Conferência
SERA,"ACIS INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING RESEARCH, MANAGEMENT AND APPLICATIONS",B3,Conferência
SERP,INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING RESEARCH & PRACTICE,B2,Conferência
SIGDOC,ACM INTERNATIONAL CONFERENCE ON DESIGN OF COMMUNICATION,B1,Conferência
SIGMOD,ACM SIGMOD INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA CONFERENCE,A1,Conferência
SIIT,INTERNATIONAL CONFERENCE ON STANDARDIZATION AND INNOVATION IN INFORMATION TECHNOLOGY,B4,Conferência
SIN,INTERNATIONAL CONFERENCE ON SECURITY OF INFORMATION AND NETWORKS,B4,Conferência
SLE,INTERNATIONAL CONFERENCE ON SOFTWARE LANGUAGE ENGINEERING,B5,Conferência
SMC,IEEE INTERNATIONAL CONFERENCE ON SYSTEMS MAN AND CYBERNETICS,B2,Conferência
SMI,IEEE INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS,A2,Conferência
SOCIALCOM,INTERNATIONAL CONFERENCE ON SOCIAL COMPUTING AND ITS APPLICATIONS,B4,Conferência
SOCO,INTERNATIONAL CONFERENCE ON SOFT COMPUTING MODELS IN INDUSTRIAL AND ENVIRONMENTAL APPLICATIONS,B4,Conferência
SOFTCOMM,INTERNATIONAL CONFERENCE ON SOFTWARE TELECOMMUNICATIONS AND COMPUTER NETWORKS,B4,Conferência
SQM,INTERNATIONAL CONFERENCE ON SOFTWARE QUALITY MANAGEMENT,B4,Conferência
SSDBM,INTERNATIONAL CONFERENCE ON SCIENTIFIC AND STATISTICAL DATABASE MANAGEMENT,A2,Conferência
SSIRI - C,IEEE INTERNATIONAL CONFERENCE ON SECURE SOFTWARE INTEGRATION AND RELIABILITY IMPROVEMENT COMPANION,B4,Conferência
TABLEAUX,INTERNATIONAL CONFERENCE ON THEOREM PROVING WITH ANALYTIC TABLEAUX AND RELATED METHODS,B1,Conferência
TACAS,INTERNATIONAL CONFERENCE ON TOOLS AND ALGORITHMS FOR THE CONSTRUCTION AND ANALYSIS OF SYSTEMS,A1,Conferência
TCGOV,INTERNATIONAL CONFERENCE ON E - GOVERNMENT,B4,Conferência
TCS,IFIP INTERNATIONAL CONFERENCE ON THEOETICAL COMPUTER SCIENCE,B1,Conferência
TEAA,INTERNATIONAL CONFERENCE ON TRENDS IN ENTERPRISE APPLICATION ARCHITECTURE,B4,Conferência
TECHEDUCA,"INTERNATIONAL CONFERENCE ON TECHNOLOGY ENHANCED LEARNING, QUALITY OF TEACHING AND EDUCATION REFORM",B4,Conferência
TIDSE,INTERNATIONAL CONFERENCE ON TECHNOLOGY FOR INTERACTIVE DIGITAL STORYTELLING AND ENTERTAINMENT,B2,Conferência
TMRA,INTERNATIONAL CONFERENCE ON TOPIC MAPS RESEARCH AND APPLICATIONS,B5,Conferência
TPDL,INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF DIGITAL LIBRARIES,B1,Conferência
TPHOLS,INTERNATIONAL CONFERENCE ON THEOREM PROVING IN HIGHER ORDER LOGICS,B1,Conferência
TRIDENTCOM,INTERNATIONAL CONFERENCE ON TESTBEDS AND RESEARCH INFRASTRUCTURE FOR THE DEVELOPMENT OF NETWORKS AND COMMUNITIES,B1,Conferência
TSD,INTERNATIONAL CONFERENCE ON TEXT SPEECH AND DIALOGUE,B1,Conferência
UBICOMM,"INTERNATIONAL CONFERENCE ON MOBILE UBIQUITOUS COMPUTING, SYSTEMS, SERVICES AND TECHNOLOGIES",B3,Conferência
UBICOMP,INTERNATIONAL CONFERENCE ON UBIQUITOUS COMPUTING,A1,Conferência
UIC,INTERNATIONAL CONFERENCE ON UBIQUITOUS INTELLIGENCE AND COMPUTING,B2,Conferência
UMAP,"INTERNATIONAL CONFERENCE ON USER MODELING, ADAPTION AND PERSONALIZATION",B1,Conferência
VCIP,SPIE INTERNATIONAL CONFERENCE ON VISUAL COMMUNICATIONS AND IMAGE PROCESSING,B1,Conferência
VECIMS,IEEE INTERNATIONAL CONFERENCE ON VIRTUAL ENVIRONMENTS HUMAN - COMPUTER INTERFACES AND MEASUREMENT SYSTEMS,B4,Conferência
VIIP,INTERNATIONAL CONFERENCE ON VISUALIZATION: IMAGING AND IMAGE PROCESSING,B3,Conferência
VISAPP,INTERNATIONAL CONFERENCE ON COMPUTER VISION THEORY AND APPLICATIONS,B3,Conferência
VISUAL,INTERNATIONAL CONFERENCE ON VISUAL INFORMATION SYSTEMS,B2,Conferência
VLSID,INTERNATIONAL CONFERENCE ON VLSI DESIGN,A2,Conferência
VLSI - SOC,IFIP INTERNATIONAL CONFERENCE ON VERY LARGE SCALE INTEGRATION,B3,Conferência
VRCAI,INTERNATIONAL CONFERENCE ON VIRTUAL REALITY CONTINUUM AND ITS APPLICATIONS IN INDUSTRY,B2,Conferência
VRCIA,ACM SIGGRAPH INTERNATIONAL CONFERENCE ON VIRTUAL - REALITY CONTINUUM AND ITS APPLICATIONS IN INDUSTRY,B2,Conferência
VSMM,INTERNATIONAL CONFERENCE ON VIRTUAL SYSTEMS AND MULTIMEDIA,B3,Conferência
WASA,INTERNATIONAL CONFERENCE ON WIRELESS ALGORITHMS SYSTEMS AND APPLICATIONS,B4,Conferência
WEB3D,INTERNATIONAL CONFERENCE ON 3D WEB TECHNOLOGY,B1,Conferência
WEBIST,INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS AND TECHNOLOGIES,B3,Conferência
WI,IEEE/WIC/ACM INTERNATIONAL CONFERENCE ON WEB INTELLIGENCE,A2,Conferência
WICON,INTERNATIONAL CONFERENCE ON WIRELESS INTERNET,B3,Conferência
WIMOB,"IEEE INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMPUTING, NETWORKING AND COMMUNICATIONS",B1,Conferência
WISE,INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS ENGINEERING,B1,Conferência
WOCN,IFIP INTERNATIONAL CONFERENCE ON WIRELESS AND OPTICAL COMMUNICATIONS NETWORKS,B2,Conferência
WONS,INTERNATIONAL CONFERENCE ON WIRELESS ON DEMAND NETWORK SYSTEMS AND SERVICE,B4,Conferência
WSDM,INTERNATIONAL CONFERENCE ON WEB SEARCH AND DATA MINING,B1,Conferência
WSNA,ACM INTERNATIONAL CONFERENCE ON WIRELESS SENSOR NETWORKS AND APPLICATION,B1,Conferência
WUWNET,INTERNATIONAL CONFERENCE ON UNDERWATER NETWORKS,B2,Conferência
XP,INTERNATIONAL CONFERENCE ON AGILE PROCESSES IN SOFTWARE ENGINEERING AND EXTREME PROGRAMMING,B2,Conferência
